ticker,entry_date,exit_date,entry,exit,shares,outcome,pnl,R,equity_after,score,risk_pct,bars_held
BAC,2026-09-01,2026-09-16,61.94,60.16,54.4513,TRAIL,-100.41,-0.49,9899.59,4,2.0,11
